date	time	n
08-06	421	4
08-06	423	1
08-06	424	4
08-06	425	3
08-06	426	1
08-06	427	18
08-06	430	1
08-06	437	20
08-06	438	10
08-06	440	11
08-06	441	50
08-06	442	64
08-06	443	33
08-06	444	23
08-06	450	11
08-06	452	1
08-06	460	1
08-06	465	5
08-06	470	1
08-06	477	2
08-06	479	1
08-06	480	48
08-06	481	2
08-06	483	2
08-06	484	2
08-06	488	2
08-06	490	1
08-06	491	2
08-06	492	32
08-06	493	15
08-06	495	10
08-06	497	32
08-06	498	11
08-06	499	32
08-06	500	33
08-06	510	1
08-06	516	1
08-06	520	1
08-06	530	1
08-06	536	2
08-06	537	2
08-06	539	1
08-06	540	48
08-06	541	1
08-06	547	24
08-06	548	22
08-06	549	21
08-06	550	71
08-06	551	228
08-06	749	35
08-06	750	1
08-06	757	3
08-06	760	1
08-06	770	1
08-06	779	1
08-06	780	48
08-06	790	1
08-06	791	1
08-06	792	2
08-06	793	1
08-06	798	20
08-06	800	1
08-06	810	1
08-06	813	1
08-06	815	1
08-06	816	1
08-06	820	1
08-06	830	34
08-06	832	1
08-06	839	1
08-06	840	47
08-06	848	10
08-06	850	1
08-06	852	5
08-06	853	10
08-06	860	1
08-06	864	50
08-06	867	10
08-06	870	1
08-06	876	4
08-06	880	11
08-06	885	10
08-06	889	5
08-06	890	1
08-06	899	1
08-06	900	47
08-06	903	10
08-06	904	13
08-06	910	1
08-06	920	1
08-06	922	1
08-06	930	1
08-06	940	1
08-06	943	2
08-06	950	1
08-06	959	2
08-06	960	48
08-06	964	10
08-06	967	1
08-06	970	1
08-06	980	1
08-06	989	3
08-06	990	11
08-06	999	40
08-06	1000	11
08-06	1003	39
08-06	1008	25
08-06	1010	1
08-06	1013	20
08-06	1018	2
08-06	1019	4
08-06	1020	47
08-06	1030	1
08-06	1040	1
08-06	1049	20
08-06	1050	1
08-06	1059	1
08-06	1060	11
08-06	1065	20
08-06	1066	20
08-06	1069	1
08-06	1070	38
08-06	1071	2
08-06	1072	70
08-06	1073	187
08-07	4	26
08-07	5	37
08-07	6	14
08-07	7	240
08-07	50	45
08-07	51	10
08-07	58	2
08-07	59	21
08-07	60	50
08-07	62	2
08-07	64	27
08-07	65	264
08-07	385	58
08-07	386	72
08-07	390	1
08-07	392	7
08-07	395	5
08-07	400	1
08-07	410	1
08-07	419	1
08-07	420	48
08-07	423	1
08-07	425	1
08-07	430	1
08-07	440	1
08-07	446	1
08-07	450	1
08-07	460	1
08-07	470	1
08-07	479	1
08-07	480	48
08-07	490	1
08-07	492	1
08-07	497	1
08-07	500	1
08-07	510	1
08-07	515	5
08-07	518	1
08-07	519	20
08-07	520	1
08-07	525	7
08-07	530	1
08-07	532	2
08-07	533	1
08-07	534	2
08-07	535	1
08-07	536	24
08-07	537	10
08-07	539	1
08-07	540	47
08-07	541	10
08-07	542	30
08-07	549	25
08-07	550	1
08-07	554	40
08-07	560	1
08-07	569	1
08-07	570	1
08-07	580	1
08-07	590	2
08-07	591	2
08-07	599	1
08-07	600	48
08-07	610	1
08-07	620	1
08-07	627	1
08-07	628	6
08-07	630	1
08-07	640	1
08-07	641	1
08-07	650	1
08-07	651	4
08-07	653	22
08-07	654	2
08-07	655	10
08-07	656	3
08-07	658	2
08-07	659	1
08-07	660	36
08-07	661	4
08-07	662	5
08-07	665	7
08-07	670	17
